,,,Company Info,,,,,,,,,,,,Address,,,,Login Info,,BILLING,,,,,,,,ADMIN,,,,,,,,TECHNICAL,,,,,,,
46,713,"Deputy Commissionar, dhaka",www.dhaka.gov.bd,Govt.,Organization,dcdhaka@mopa.gov.bd,1411111156,47116265,Not_Found46,NID_Not_Found46,TIN_Not_Found46,TL_Not_Found46,,2,Bangladesh,dhaka,,"Deputy commissioner office, dhaka",dcodhaka,dcodhaka,"Deputy Commissionar, dhaka",,dcdhaka@mopa.gov.bd,47116265,0,dhaka,,"Deputy commissioner office, dhaka","Deputy Commissionar, dhaka",,dcdhaka@mopa.gov.bd,47116265,,dhaka,,"Deputy commissioner office, dhaka",,,,,,,,
47,707,"Deputy Commissionar, magura",www.magura.gov.bd,Govt.,Organization,dcmagura@mopa.gov.bd,1411111157,48862302,Not_Found47,NID_Not_Found47,TIN_Not_Found47,TL_Not_Found47,,2,Bangladesh,magura,,"Deputy commissioner office, magura",dcomagura,dcomagura,"Deputy Commissionar, magura",,dcmagura@mopa.gov.bd,48862302,0,magura,,"Deputy commissioner office, magura","Deputy Commissionar, magura",,dcmagura@mopa.gov.bd,48862302,,magura,,"Deputy commissioner office, magura",,,,,,,,
48,709,"Deputy Commissionar, bandarban",www.bandarban.gov.bd,Govt.,Organization,dcbandarban@mopa.gov.bd,1411111158,36162501,Not_Found48,NID_Not_Found48,TIN_Not_Found48,TL_Not_Found48,,2,Bangladesh,bandarban,,"Deputy commissioner office, bandarban",dcobandarban,dcobandarban,"Deputy Commissionar, bandarban",,dcbandarban@mopa.gov.bd,36162501,36162590,bandarban,,"Deputy commissioner office, bandarban","Deputy Commissionar, bandarban",,dcbandarban@mopa.gov.bd,36162501,,bandarban,,"Deputy commissioner office, bandarban",,,,,,,,
49,701,"Deputy Commissionar, netrokona",www.netrokona.gov.bd,Govt.,Organization,dcnetrokona@mopa.gov.bd,1411111159,95161511,Not_Found49,NID_Not_Found49,TIN_Not_Found49,TL_Not_Found49,,2,Bangladesh,netrokona,,"Deputy commissioner office, netrokona",dconetrokona,dconetrokona,"Deputy Commissionar, netrokona",,dcnetrokona@mopa.gov.bd,95161511,0,netrokona,,"Deputy commissioner office, netrokona","Deputy Commissionar, netrokona",,dcnetrokona@mopa.gov.bd,95161511,,netrokona,,"Deputy commissioner office, netrokona",,,,,,,,
50,699,"Deputy Commissionar, Sirajganj",www.Sirajganj.gov.bd,Govt.,Organization,dcSirajganj@mopa.gov.bd,1411111160,75162385,Not_Found50,NID_Not_Found50,TIN_Not_Found50,TL_Not_Found50,,2,Bangladesh,Sirajganj,,"Deputy commissioner office, Sirajganj",dcosirajganj,dcosirajganj,"Deputy Commissionar, Sirajganj",,dcSirajganj@mopa.gov.bd,75162385,0,Sirajganj,,"Deputy commissioner office, Sirajganj","Deputy Commissionar, Sirajganj",,dcSirajganj@mopa.gov.bd,75162385,,Sirajganj,,"Deputy commissioner office, Sirajganj",,,,,,,,
51,674,"Deputy Commissionar, bogra",www.bogra.gov.bd,Govt.,Organization,dcbogra@mopa.gov.bd,1411111161,5169110,Not_Found51,NID_Not_Found51,TIN_Not_Found51,TL_Not_Found51,,2,Bangladesh,bogra,,"Deputy commissioner office, bogra",dcbogra,dcbogra,"Deputy Commissionar, bogra",,dcbogra@mopa.gov.bd,5169110,0,bogra,,"Deputy commissioner office, bogra","Deputy Commissionar, bogra",,dcbogra@mopa.gov.bd,5169110,,bogra,,"Deputy commissioner office, bogra",,,,,,,,
52,715,"Deputy Commissionar, rajshahi",www.rajshahi.gov.bd,Govt.,Organization,dcrajshahi@mopa.gov.bd,1411111162,7121772050,Not_Found52,NID_Not_Found52,TIN_Not_Found52,TL_Not_Found52,,2,Bangladesh,rajshahi,,"Deputy commissioner office, rajshahi",,,"Deputy Commissionar, rajshahi",,dcrajshahi@mopa.gov.bd,7121772050,0,rajshahi,,"Deputy commissioner office, rajshahi","Deputy Commissionar, rajshahi",,dcrajshahi@mopa.gov.bd,7121772050,,rajshahi,,"Deputy commissioner office, rajshahi",,,,,,,,
53,716,"Deputy Commissionar, barguna",www.barguna.gov.bd,Govt.,Organization,dcbarguna@mopa.gov.bd,1411111163,44862566,Not_Found53,NID_Not_Found53,TIN_Not_Found53,TL_Not_Found53,,2,Bangladesh,barguna,,"Deputy commissioner office, barguna",dcobarguna,dcobarguna,"Deputy Commissionar, barguna",,dcbarguna@mopa.gov.bd,44862566,0,barguna,,"Deputy commissioner office, barguna","Deputy Commissionar, barguna",,dcbarguna@mopa.gov.bd,44862566,,barguna,,"Deputy commissioner office, barguna",,,,,,,,
54,689,"Deputy Commissionar, kurigram",www.kurigram.gov.bd,Govt.,Organization,dckurigram@mopa.gov.bd,1411111164,58161645,Not_Found54,NID_Not_Found54,TIN_Not_Found54,TL_Not_Found54,,2,Bangladesh,kurigram,,"Deputy commissioner office, kurigram",,,"Deputy Commissionar, kurigram",,dckurigram@mopa.gov.bd,58161645,0,kurigram,,"Deputy commissioner office, kurigram","Deputy Commissionar, kurigram",,dckurigram@mopa.gov.bd,58161645,,kurigram,,"Deputy commissioner office, kurigram",,,,,,,,
55,714,"Deputy Commissionar, sherpur",www.sherpur.gov.bd,Govt.,Organization,dcsherpur@mopa.gov.bd,1411111165,931619000,Not_Found55,NID_Not_Found55,TIN_Not_Found55,TL_Not_Found55,,2,Bangladesh,sherpur,,"Deputy commissioner office, sherpur",,,"Deputy Commissionar, sherpur",,dcsherpur@mopa.gov.bd,931619000,0,sherpur,,"Deputy commissioner office, sherpur","Deputy Commissionar, sherpur",,dcsherpur@mopa.gov.bd,931619000,,sherpur,,"Deputy commissioner office, sherpur",,,,,,,,
56,720,"Deputy Commissionar, shariatpur",www.shariatpur.gov.bd,Govt.,Organization,dcshariatpur@mopa.gov.bd,1411111166,60161610,Not_Found56,NID_Not_Found56,TIN_Not_Found56,TL_Not_Found56,,2,Bangladesh,shariatpur,,"Deputy commissioner office, shariatpur",dcoshariatpur,dcoshariatpur,"Deputy Commissionar, shariatpur",,dcshariatpur@mopa.gov.bd,60161610,,shariatpur,,"Deputy commissioner office, shariatpur","Deputy Commissionar, shariatpur",,dcshariatpur@mopa.gov.bd,60161610,,shariatpur,,"Deputy commissioner office, shariatpur",,,,,,,,
57,703,"Deputy Commissionar, pirojpur",www.pirojpur.gov.bd,Govt.,Organization,dcpirojpur@mopa.gov.bd,1411111167,46162400,Not_Found57,NID_Not_Found57,TIN_Not_Found57,TL_Not_Found57,,2,Bangladesh,pirojpur,,"Deputy commissioner office, pirojpur",dcopirojpur,dcopirojpur,"Deputy Commissionar, pirojpur",,dcpirojpur@mopa.gov.bd,46162400,,pirojpur,,"Deputy commissioner office, pirojpur","Deputy Commissionar, pirojpur",,dcpirojpur@mopa.gov.bd,46162400,,pirojpur,,"Deputy commissioner office, pirojpur",,,,,,,,
58,717,"Deputy Commissionar, narail",www.narail.gov.bd,Govt.,Organization,dcnarail@mopa.gov.bd,1411111168,,Not_Found58,NID_Not_Found58,TIN_Not_Found58,TL_Not_Found58,,2,Bangladesh,narail,,"Deputy commissioner office, narail",dconarail,dconarail,"Deputy Commissionar, narail",,dcnarail@mopa.gov.bd,0,,narail,,"Deputy commissioner office, narail","Deputy Commissionar, narail",,dcnarail@mopa.gov.bd,0,,narail,,"Deputy commissioner office, narail",,,,,,,,
59,690,"Deputy Commissionar, tangail",www.tangail.gov.bd,Govt.,Organization,dctangail@mopa.gov.bd,1411111169,916577,Not_Found59,NID_Not_Found59,TIN_Not_Found59,TL_Not_Found59,,2,Bangladesh,tangail,,"Deputy commissioner office, tangail",dcotangail,dcotangail,"Deputy Commissionar, tangail",,dctangail@mopa.gov.bd,916577,,tangail,,"Deputy commissioner office, tangail","Deputy Commissionar, tangail",,dctangail@mopa.gov.bd,916577,,tangail,,"Deputy commissioner office, tangail",,,,,,,,
60,718,"Deputy Commissionar, sunamganj",www.sunamganj.gov.bd,Govt.,Organization,dcsunamganj@mopa.gov.bd,1411111170,87162000,Not_Found60,NID_Not_Found60,TIN_Not_Found60,TL_Not_Found60,,2,Bangladesh,sunamganj,,"Deputy commissioner office, sunamganj",dcosunamganj,dcosunamganj,"Deputy Commissionar, sunamganj",,dcsunamganj@mopa.gov.bd,87162000,,sunamganj,,"Deputy commissioner office, sunamganj","Deputy Commissionar, sunamganj",,dcsunamganj@mopa.gov.bd,87162000,,sunamganj,,"Deputy commissioner office, sunamganj",,,,,,,,
61,658,"Deputy Commissionar, khagrachhari",www.khagrachhari.gov.bd,Govt.,Organization,dckhagrachhari@mopa.gov.bd,1411111171,37161811,Not_Found61,NID_Not_Found61,TIN_Not_Found61,TL_Not_Found61,,2,Bangladesh,khagrachhari,,"Deputy commissioner office, khagrachhari",dcokhagrachhari,dcokhagrachhari,"Deputy Commissionar, khagrachhari",,dckhagrachhari@mopa.gov.bd,37161811,,khagrachhari,,"Deputy commissioner office, khagrachhari","Deputy Commissionar, khagrachhari",,dckhagrachhari@mopa.gov.bd,37161811,,khagrachhari,,"Deputy commissioner office, khagrachhari",,,,,,,,
62,698,"Deputy Commissionar, coxsbazar",www.coxsbazar.gov.bd,Govt.,Organization,dccoxsbazar@mopa.gov.bd,1411111172,34163269,Not_Found62,NID_Not_Found62,TIN_Not_Found62,TL_Not_Found62,,2,Bangladesh,coxsbazar,,"Deputy commissioner office, coxsbazar",dccoxsbazar,dccoxsbazar,"Deputy Commissionar, coxsbazar",,dccoxsbazar@mopa.gov.bd,34163269,,coxsbazar,,"Deputy commissioner office, coxsbazar","Deputy Commissionar, coxsbazar",,dccoxsbazar@mopa.gov.bd,34163269,,coxsbazar,,"Deputy commissioner office, coxsbazar",,,,,,,,
63,675,"Deputy Commissionar, rajbari",www.rajbari.gov.bd,Govt.,Organization,dcrajbari@mopa.gov.bd,1411111173,64166147,Not_Found63,NID_Not_Found63,TIN_Not_Found63,TL_Not_Found63,,2,Bangladesh,rajbari,,"Deputy commissioner office, rajbari",dcorajbari,dcorajbari,"Deputy Commissionar, rajbari",,dcrajbari@mopa.gov.bd,64166147,,rajbari,,"Deputy commissioner office, rajbari","Deputy Commissionar, rajbari",,dcrajbari@mopa.gov.bd,64166147,,rajbari,,"Deputy commissioner office, rajbari",,,,,,,,
64,769,"Head Post Office, chandpur",,Govt.,Organization,unknown1@unknown.com,1411111174,,Not_Found64,NID_Not_Found64,TIN_Not_Found64,TL_Not_Found64,,2,Bangladesh,chandpur,,"Head Post Office, chandpur",bpo,bpo,Director (Planning),,0,0,0,chandpur,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, chandpur",,0,,,chandpur,,"Head Post Office, chandpur",,,0,0,0,,0,
65,778,"Head Post Office, Laxmipur",,Govt.,Organization,unknown2@unknown.com,1411111175,,Not_Found65,NID_Not_Found65,TIN_Not_Found65,TL_Not_Found65,,2,Bangladesh,Laxmipur,,"Head Post Office, Laxmipur",bpo,bpo,Director (Planning),,0,0,0,Laxmipur,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Laxmipur",,0,,,Laxmipur,,"Head Post Office, Laxmipur",,,0,0,0,,0,
66,779,"Head Post Office, Lalmonirhat",,Govt.,Organization,unknown3@unkown.com,1411111176,,Not_Found66,NID_Not_Found66,TIN_Not_Found66,TL_Not_Found66,,2,Bangladesh,Lalmonirhat,,"Head Post Office, Lalmonirhat",bpo,bpo,Director (Planning),,0,0,0,Lalmonirhat,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Lalmonirhat",,0,,,Lalmonirhat,,"Head Post Office, Lalmonirhat",,,0,0,0,,0,
67,780,"Head Post Office, Kushtia",,Govt.,Organization,unknown4@unkown.com,1411111177,,Not_Found67,NID_Not_Found67,TIN_Not_Found67,TL_Not_Found67,,2,Bangladesh,Kushtia,,"Head Post Office, Kushtia",bpo,bpo,Director (Planning),,0,0,0,Kushtia,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Kushtia",,0,,,Kushtia,,"Head Post Office, Kushtia",,,0,0,0,,0,
68,781,"Head Post Office, Khulna",,Govt.,Organization,unknown5@unkown.com,1411111178,,Not_Found68,NID_Not_Found68,TIN_Not_Found68,TL_Not_Found68,,2,Bangladesh,Khulna,,"Head Post Office, Khulna",bpo,bpo,Director (Planning),,0,0,0,Khulna,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Khulna",,0,,,Khulna,,"Head Post Office, Khulna",,,0,0,0,,0,
69,782,"Head Post Office, Bandarban",,Govt.,Organization,unknown6@unkown.com,1411111179,,Not_Found69,NID_Not_Found69,TIN_Not_Found69,TL_Not_Found69,,2,Bangladesh,Bandarban,,"Head Post Office, Bandarban",bpo,bpo,Director (Planning),,0,0,0,Bandarban,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Bandarban",,0,,,Bandarban,,"Head Post Office, Bandarban",,,0,0,0,,0,
70,783,"Head Post Office, Bhola",,Govt.,Organization,unknown8@unkown.com,1411111180,,Not_Found70,NID_Not_Found70,TIN_Not_Found70,TL_Not_Found70,,2,Bangladesh,Bhola,,"Head Post Office, Bhola",bpo,bpo,Director (Planning),,0,0,0,Bhola,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Bhola",,0,,,Bhola,,"Head Post Office, Bhola",,,0,0,0,,0,
71,784,"Head Post Office, Bagerhat",,Govt.,Organization,unknown9@unkown.com,1411111181,,Not_Found71,NID_Not_Found71,TIN_Not_Found71,TL_Not_Found71,,2,Bangladesh,Bagerhat,,"Head Post Office, Bagerhat",bpo,bpo,Director (Planning),,0,0,0,Bagerhat,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Bagerhat",,0,,,Bagerhat,,"Head Post Office, Bagerhat",,,0,0,0,,0,
72,785,"Head Post Office, Brahmanbaria",,Govt.,Organization,unknown10@unkown.com,1411111182,,Not_Found72,NID_Not_Found72,TIN_Not_Found72,TL_Not_Found72,,2,Bangladesh,Brahmanbaria,,"Head Post Office, Brahmanbaria",bpo,bpo,Director (Planning),,0,0,0,Brahmanbaria,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Brahmanbaria",,0,,,Brahmanbaria,,"Head Post Office, Brahmanbaria",,,0,0,0,,0,
73,786,"Head Post Office, Bogra",,Govt.,Organization,unknown11@unkown.com,1411111183,,Not_Found73,NID_Not_Found73,TIN_Not_Found73,TL_Not_Found73,,2,Bangladesh,Bogra,,"Head Post Office, Bogra",bpo,bpo,Director (Planning),,0,0,0,Bogra,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Bogra",,0,,,Bogra,,"Head Post Office, Bogra",,,0,0,0,,0,
74,757,"Head Post Office, Jamalpur",,Govt.,Organization,unknown12@unkown.com,1411111184,,Not_Found74,NID_Not_Found74,TIN_Not_Found74,TL_Not_Found74,,2,Bangladesh,Jamalpur,,"Head Post Office, Jamalpur",bpo,bpo,Director (Planning),,0,0,0,Jamalpur,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Jamalpur",,0,,,Jamalpur,,"Head Post Office, Jamalpur",,,0,0,0,,0,
75,759,"Ghoramara Post Office, Rajshahi",,Govt.,Organization,unknown13@unkown.com,1411111185,,Not_Found75,NID_Not_Found75,TIN_Not_Found75,TL_Not_Found75,,2,Bangladesh,Rajshahi,,"Ghoramara Post Office, Rajshahi",bpo,bpo,Director (Planning),,0,0,0,Rajshahi,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Ghoramara Post Office, Rajshahi",,0,,,Rajshahi,,"Ghoramara Post Office, Rajshahi",,,0,0,0,,0,
76,760,"Head Post Office, Gopalganj",,Govt.,Organization,unknown14@unkown.com,1411111186,,Not_Found76,NID_Not_Found76,TIN_Not_Found76,TL_Not_Found76,,2,Bangladesh,Gopalganj,,"Head Post Office, Gopalganj",bpo,bpo,Director (Planning),,0,0,0,Gopalganj,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Gopalganj",,0,,,Gopalganj,,"Head Post Office, Gopalganj",,,0,0,0,,0,
77,761,"Head Post Office, Gaibandha",,Govt.,Organization,unknown15@unkown.com,1411111187,,Not_Found77,NID_Not_Found77,TIN_Not_Found77,TL_Not_Found77,,2,Bangladesh,Gaibandha,,"Head Post Office, Gaibandha",bpo,bpo,Director (Planning),,0,0,0,Gaibandha,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Gaibandha",,0,,,Gaibandha,,"Head Post Office, Gaibandha",,,0,0,0,,0,
78,762,"Head Post Office, Faridpur",,Govt.,Organization,unknown16@unkown.com,1411111188,,Not_Found78,NID_Not_Found78,TIN_Not_Found78,TL_Not_Found78,,2,Bangladesh,Faridpur,,"Head Post Office, Faridpur",bpo,bpo,Director (Planning),,0,0,0,Faridpur,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Faridpur",,0,,,Faridpur,,"Head Post Office, Faridpur",,,0,0,0,,0,
79,763,"Head Post Office, Feni",,Govt.,Organization,unknown17@unkown.com,1411111189,,Not_Found79,NID_Not_Found79,TIN_Not_Found79,TL_Not_Found79,,2,Bangladesh,Feni,,"Head Post Office, Feni",bpo,bpo,Director (Planning),,0,0,0,Feni,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Feni",,0,,,Feni,,"Head Post Office, Feni",,,0,0,0,,0,
80,764,"Head Post Office, Dinajpur",,Govt.,Organization,unknown18@unkown.com,1411111190,,Not_Found80,NID_Not_Found80,TIN_Not_Found80,TL_Not_Found80,,2,Bangladesh,Dinajpur,,"Head Post Office, Dinajpur",bpo,bpo,Director (Planning),,0,0,0,Dinajpur,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Dinajpur",,0,,,Dinajpur,,"Head Post Office, Dinajpur",,,0,0,0,,0,
81,766,"Head Post Office, Cox's Bazar",,Govt.,Organization,unknown19@unkown.com,1411111191,,Not_Found81,NID_Not_Found81,TIN_Not_Found81,TL_Not_Found81,,2,Bangladesh,Cox's Bazar,,"Head Post Office, Cox's Bazar",bpo,bpo,Director (Planning),,0,0,0,Cox's Bazar,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Cox's Bazar",,0,,,Cox's Bazar,,"Head Post Office, Cox's Bazar",,,0,0,0,,0,
82,767,"Chittagong Port Post Office, Chittagong",,Govt.,Organization,unknown20@unkown.com,1411111192,,Not_Found82,NID_Not_Found82,TIN_Not_Found82,TL_Not_Found82,,2,Bangladesh,Chittagong,,"Chittagong Port Post Office, Chittagong",bpo,bpo,Director (Planning),,0,0,0,Chittagong,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Chittagong Port Post Office, Chittagong",,0,,,Chittagong,,"Chittagong Port Post Office, Chittagong",,,,0,0,,0,
83,768,"Head Post Office, Chapai Nawabganj",,Govt.,Organization,unknown21@unkown.com,1411111193,,Not_Found83,NID_Not_Found83,TIN_Not_Found83,TL_Not_Found83,,2,Bangladesh,Chapai Nawabganj,,"Head Post Office, Chapai Nawabganj",bpo,bpo,Director (Planning),,,0,0,Chapai Nawabganj,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Chapai Nawabganj",,,,,Chapai Nawabganj,,"Head Post Office, Chapai Nawabganj",,,,0,0,,0,
84,726,"Head Post Office, Chittagong GPO, Chittagong",,Govt.,Organization,unknown22@unkown.com,1411111194,,Not_Found84,NID_Not_Found84,TIN_Not_Found84,TL_Not_Found84,,2,Bangladesh,Chittagong,,"Head Post Office, Chittagong GPO, Chittagong",bpo,bpo,Director (Planning),,,0,0,Chittagong,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Chittagong GPO, Chittagong",,,,,Chittagong,,"Head Post Office, Chittagong GPO, Chittagong",,,,0,0,,0,
85,723,"Dhaka Airport Post Office, Dhaka",,Govt.,Organization,unknown23@unkown.com,1411111195,,Not_Found85,NID_Not_Found85,TIN_Not_Found85,TL_Not_Found85,,2,Bangladesh,Dhaka,,"Dhaka Airport Post Office, Dhaka",bpo,bpo,Director (Planning),,,0,0,Dhaka,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Dhaka Airport Post Office, Dhaka",,,,,Dhaka,,"Dhaka Airport Post Office, Dhaka",,,,0,0,,0,
86,725,"Dhaka Kamalapur Post Office, Dhaka",,Govt.,Organization,unknown24@unkown.com,1411111196,,Not_Found86,NID_Not_Found86,TIN_Not_Found86,TL_Not_Found86,,2,Bangladesh,Dhaka,,"Dhaka Kamalapur Post Office, Dhaka",bpo,bpo,Director (Planning),,,0,0,Dhaka,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Dhaka Kamalapur Post Office, Dhaka",,,,,Dhaka,,"Dhaka Kamalapur Post Office, Dhaka",,,,0,0,,0,
87,727,"Head Post Office, Barguna",,Govt.,Organization,unknown25@unkown.com,1411111197,,Not_Found87,NID_Not_Found87,TIN_Not_Found87,TL_Not_Found87,,2,Bangladesh,Barguna,,"Head Post Office, Barguna",bpo,bpo,Director (Planning),,,0,0,Barguna,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Barguna",,,,,Barguna,,"Head Post Office, Barguna",,,,0,0,,0,
88,736,"Head Post Office, Chuadanga",,Govt.,Organization,unknown26@unkown.com,1411111198,,Not_Found88,NID_Not_Found88,TIN_Not_Found88,TL_Not_Found88,,2,Bangladesh,Chuadanga,,"Head Post Office, Chuadanga",bpo,bpo,Director (Planning),,,0,0,Chuadanga,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Chuadanga",,,,,Chuadanga,,"Head Post Office, Chuadanga",,,,0,0,,0,
89,738,"Head Post Office, Comilla",,Govt.,Organization,unknown27@unkown.com,1411111199,,Not_Found89,NID_Not_Found89,TIN_Not_Found89,TL_Not_Found89,,2,Bangladesh,Comilla,,"Head Post Office, Comilla",bpo,bpo,Director (Planning),,,0,0,Comilla,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Comilla",,,,,Comilla,,"Head Post Office, Comilla",,,,0,0,,0,
90,739,"Head Post Office, Barisal",,Govt.,Organization,unknown28@unkown.com,1411111200,,Not_Found90,NID_Not_Found90,TIN_Not_Found90,TL_Not_Found90,,2,Bangladesh,Barisal,,"Head Post Office, Barisal",bpo,bpo,Director (Planning),,,0,0,Barisal,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Barisal",,,,,Barisal,,"Head Post Office, Barisal",,,,0,0,,0,
91,750,"Head Post Office, Gazipur",,Govt.,Organization,unknown29@unkown.com,1411111201,,Not_Found91,NID_Not_Found91,TIN_Not_Found91,TL_Not_Found91,,2,Bangladesh,Gazipur,,"Head Post Office, Gazipur",bpo,bpo,Director (Planning),,,0,0,Gazipur,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Gazipur",,,,,Gazipur,,"Head Post Office, Gazipur",,,,0,0,,0,
92,751,"Head Post Office, Kishoreganj",,Govt.,Organization,unknown30@unkown.com,1411111202,,Not_Found92,NID_Not_Found92,TIN_Not_Found92,TL_Not_Found92,,2,Bangladesh,Kishoreganj,,"Head Post Office, Kishoreganj",bpo,bpo,Director (Planning),,,0,0,Kishoreganj,1000,"Planning section, Bangladesh Post Office, Postal Directorate, Dak bhaban, Dhaka","Head Post Office, Kishoreganj",,,,,Kishoreganj,,"Head Post Office, Kishoreganj",,,,0,0,,0,
